POHEADER_PO_ID,PRODUCT,NOTEID,CURRENCY,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,QUANTITY,QUANTITYUNIT,DELIVERYDATE
02BD2137-0890-1EEA-A6C2-BB55C1D707FB,HT-6123,,ZAR,1067.43,897,170.43,3,EA,2020-04-21
02BD2137-0890-1EEA-A6C2-BB55C1D707FB,HT-1071,,ZAR,291.67,245.1,46.57,3,EA,2020-12-08
02BD2137-0890-1EEA-A6C2-BB55C1D727FB,HT-6101,,DKK,2424.03,2037,387.03,3,EA,2020-08-10
02BD2137-0890-1EEA-A6C2-BB55C1D727FB,HT-1085,,DKK,1783.81,1499,284.81,1,EA,2020-12-30
02BD2137-0890-1EEA-A6C2-BB55C1D747FB,HT-2002,,EUR,2032.5,1707.98,324.52,2,EA,2020-06-20
02BD2137-0890-1EEA-A6C2-BB55C1D747FB,HT-1090,,EUR,92.82,78,14.82,2,EA,2020-03-31
02BD2137-0890-1EEA-A6C2-BB55C1D767FB,HT-1071,,ZAR,194.45,163.4,31.05,2,EA,2020-12-22
02BD2137-0890-1EEA-A6C2-BB55C1D767FB,HT-6123,,ZAR,355.81,299,56.81,1,EA,2020-11-26
02BD2137-0890-1EEA-A6C2-BB55C1D787FB,HT-6122,,USD,596.19,501,95.19,3,EA,2014-12-18
02BD2137-0890-1EEA-A6C2-BB55C1D787FB,HT-1072,,USD,361.28,303.6,57.68,3,EA,2020-08-20
02BD2137-0890-1EEA-A6C2-BB55C1D7A7FB,HT-6102,,CNY,3173.73,2667,506.73,3,EA,2014-12-17
02BD2137-0890-1EEA-A6C2-BB55C1D7A7FB,HT-1083,,CNY,1856.4,1560,296.4,3,EA,2020-11-09
02BD2137-0890-1EEA-A6C2-BB55C1D7C7FB,HT-6121,,EUR,224.91,189,35.91,3,EA,2020-10-13
02BD2137-0890-1EEA-A6C2-BB55C1D7C7FB,HT-1073,,EUR,85.68,72,13.68,3,EA,2020-10-03
02BD2137-0890-1EEA-A6C2-BB55C1D7E7FB,HT-1090,,EUR,46.41,39,7.41,1,EA,2020-06-13
02BD2137-0890-1EEA-A6C2-BB55C1D7E7FB,HT-2002,,EUR,2032.5,1707.98,324.52,2,EA,2020-12-22
02BD2137-0890-1EEA-A6C2-BB55C1D807FB,HT-1090,,EUR,92.82,78,14.82,2,EA,2020-03-28
02BD2137-0890-1EEA-A6C2-BB55C1D807FB,HT-2002,,EUR,1016.25,853.99,162.26,1,EA,2020-10-16
02BD2137-0890-1EEA-A6C2-BB55C1D827FB,HT-1090,,EUR,139.23,117,22.23,3,EA,2020-05-07
02BD2137-0890-1EEA-A6C2-BB55C1D827FB,HT-2002,,EUR,1016.25,853.99,162.26,1,EA,2014-12-07
02BD2137-0890-1EEA-A6C2-BB55C1D847FB,HT-1083,,CNY,1856.4,1560,296.4,3,EA,2020-06-13
02BD2137-0890-1EEA-A6C2-BB55C1D847FB,HT-6102,,CNY,3173.73,2667,506.73,3,EA,2020-02-23
02BD2137-0890-1EEA-A6C2-BB55C1D867FB,HT-6110,,ARS,309.4,260,49.4,2,EA,2020-10-15
02BD2137-0890-1EEA-A6C2-BB55C1D867FB,HT-1082,,ARS,201.11,169,32.11,1,EA,2020-06-05
02BD2137-0890-1EEA-A6C2-BB55C1D887FB,HT-1072,,USD,120.43,101.2,19.23,1,EA,2020-01-04
02BD2137-0890-1EEA-A6C2-BB55C1D887FB,HT-6122,,USD,397.46,334,63.46,2,EA,2020-01-03
02BD2137-0890-1EEA-A6C2-BB55C1D8A7FB,HT-6110,,ARS,464.1,390,74.1,3,EA,2020-04-15
02BD2137-0890-1EEA-A6C2-BB55C1D8A7FB,HT-1082,,ARS,201.11,169,32.11,1,EA,2020-09-26
02BD2137-0890-1EEA-A6C2-BB55C1D8C7FB,HT-1072,,USD,240.86,202.4,38.46,2,EA,2020-06-13
02BD2137-0890-1EEA-A6C2-BB55C1D8C7FB,HT-6122,,USD,596.19,501,95.19,3,EA,2014-12-04
02BD2137-0890-1EEA-A6C2-BB55C1D8E7FB,HT-1085,,DKK,3567.62,2998,569.62,2,EA,2020-04-30
02BD2137-0890-1EEA-A6C2-BB55C1D8E7FB,HT-6101,,DKK,1616.02,1358,258.02,2,EA,2020-05-04
02BD2137-0890-1EEA-A6C2-BB55C1D907FB,HT-1090,,EUR,92.82,78,14.82,2,EA,2020-06-30
02BD2137-0890-1EEA-A6C2-BB55C1D907FB,HT-2002,,EUR,2032.5,1707.98,324.52,2,EA,2020-08-14
02BD2137-0890-1EEA-A6C2-BB55C1D927FB,HT-6123,,ZAR,711.62,598,113.62,2,EA,2020-03-10
02BD2137-0890-1EEA-A6C2-BB55C1D927FB,HT-1071,,ZAR,194.45,163.4,31.05,2,EA,2020-04-04
02BD2137-0890-1EEA-A6C2-BB55C1D947FB,HT-1090,,EUR,46.41,39,7.41,1,EA,2020-03-01
02BD2137-0890-1EEA-A6C2-BB55C1D947FB,HT-2002,,EUR,3048.74,2561.97,486.77,3,EA,2020-11-30
02BD2137-0890-1EEA-A6C2-BB55C1D967FB,HT-1073,,EUR,57.12,48,9.12,2,EA,2020-10-12
02BD2137-0890-1EEA-A6C2-BB55C1D967FB,HT-6121,,EUR,149.94,126,23.94,2,EA,2020-05-20
02BD2137-0890-1EEA-A6C2-BB55C1D987FB,HT-6122,,USD,198.73,167,31.73,1,EA,2020-06-15
02BD2137-0890-1EEA-A6C2-BB55C1D987FB,HT-1072,,USD,361.28,303.6,57.68,3,EA,2020-02-03
02BD2137-0890-1EEA-A6C2-BB55C1D9A7FB,HT-1072,,USD,120.43,101.2,19.23,1,EA,2020-03-06
02BD2137-0890-1EEA-A6C2-BB55C1D9A7FB,HT-6122,,USD,397.46,334,63.46,2,EA,2014-12-08
02BD2137-0890-1EEA-A6C2-BB55C1D9C7FB,HT-1083,,CNY,1856.4,1560,296.4,3,EA,2014-12-18
02BD2137-0890-1EEA-A6C2-BB55C1D9C7FB,HT-6102,,CNY,2115.82,1778,337.82,2,EA,2020-01-21
02BD2137-0890-1EEA-A6C2-BB55C1D9E7FB,HT-6110,,ARS,309.4,260,49.4,2,EA,2020-11-05
02BD2137-0890-1EEA-A6C2-BB55C1D9E7FB,HT-1082,,ARS,201.11,169,32.11,1,EA,2020-10-25
02BD2137-0890-1EEA-A6C2-BB55C1DA07FB,HT-1071,,ZAR,97.22,81.7,15.52,1,EA,2020-01-15
02BD2137-0890-1EEA-A6C2-BB55C1DA07FB,HT-6123,,ZAR,711.62,598,113.62,2,EA,2020-12-28
02BD2137-0890-1EEA-A6C2-BB55C1DA27FB,HT-1073,,EUR,85.68,72,13.68,3,EA,2014-12-27
02BD2137-0890-1EEA-A6C2-BB55C1DA27FB,HT-6121,,EUR,224.91,189,35.91,3,EA,2020-11-19
02BD2137-0890-1EEA-A6C2-BB55C1DA47FB,HT-1085,,DKK,5351.43,4497,854.43,3,EA,2020-06-02
02BD2137-0890-1EEA-A6C2-BB55C1DA47FB,HT-6101,,DKK,808.01,679,129.01,1,EA,2020-06-13
02BD2137-0890-1EEA-A6C2-BB55C1DA67FB,HT-2002,,EUR,2032.5,1707.98,324.52,2,EA,2020-08-10
02BD2137-0890-1EEA-A6C2-BB55C1DA67FB,HT-1090,,EUR,92.82,78,14.82,2,EA,2020-05-26
02BD2137-0890-1EEA-A6C2-BB55C1DA87FB,HT-1071,,ZAR,194.45,163.4,31.05,2,EA,2020-08-13
02BD2137-0890-1EEA-A6C2-BB55C1DA87FB,HT-6123,,ZAR,355.81,299,56.81,1,EA,2020-07-17
02BD2137-0890-1EEA-A6C2-BB55C1DAA7FB,HT-6102,,CNY,3173.73,2667,506.73,3,EA,2020-03-13
02BD2137-0890-1EEA-A6C2-BB55C1DAA7FB,HT-1083,,CNY,1856.4,1560,296.4,3,EA,2020-12-31
02BD2137-0890-1EEA-A6C2-BB55C1DAC7FB,HT-6122,,USD,596.19,501,95.19,3,EA,2020-06-27
02BD2137-0890-1EEA-A6C2-BB55C1DAC7FB,HT-1072,,USD,361.28,303.6,57.68,3,EA,2020-03-16
02BD2137-0890-1EEA-A6C2-BB55C1DAE7FB,HT-6121,,EUR,224.91,189,35.91,3,EA,2020-08-21
02BD2137-0890-1EEA-A6C2-BB55C1DAE7FB,HT-1073,,EUR,85.68,72,13.68,3,EA,2020-12-27
02BD2137-0890-1EEA-A6C2-BB55C1DB07FB,HT-1000,,EUR,1137.64,956,181.64,1,EA,2020-02-23
02BD2137-0890-1EEA-A6C2-BB55C1DB07FB,HT-1091,,EUR,61.88,52,9.88,2,EA,2014-12-21
02BD2137-0890-1EEA-A6C2-BB55C1DB27FB,HT-1100,,USD,213.96,179.8,34.16,2,EA,2020-02-23
02BD2137-0890-1EEA-A6C2-BB55C1DB27FB,HT-2026,,USD,35.69,29.99,5.7,1,EA,2014-12-31
02BD2137-0890-1EEA-A6C2-BB55C1DB47FB,HT-2000,,EUR,892.46,749.97,142.49,3,EA,2020-02-28
02BD2137-0890-1EEA-A6C2-BB55C1DB47FB,HT-1010,,EUR,2378.81,1999,379.81,1,EA,2020-08-16
02BD2137-0890-1EEA-A6C2-BB55C1DB67FB,HT-1104,,JPY,196.35,165,31.35,3,EA,2020-02-08
02BD2137-0890-1EEA-A6C2-BB55C1DB67FB,HT-1603,,JPY,6069,5100,969,3,EA,2020-12-16
02BD2137-0890-1EEA-A6C2-BB55C1DB87FB,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2020-04-05
02BD2137-0890-1EEA-A6C2-BB55C1DB87FB,HT-1104,,JPY,65.45,55,10.45,1,EA,2020-05-22
02BD2137-0890-1EEA-A6C2-BB55C1DBA7FB,HT-1601,,MXN,1071,900,171,1,EA,2020-06-18
02BD2137-0890-1EEA-A6C2-BB55C1DBA7FB,HT-1021,,MXN,354.62,298,56.62,2,EA,2020-03-30
02BD2137-0890-1EEA-A6C2-BB55C1DBC7FB,HT-1003,,EUR,5890.5,4950,940.5,3,EA,2020-02-03
02BD2137-0890-1EEA-A6C2-BB55C1DBC7FB,HT-1101,,EUR,95.08,79.9,15.18,1,EA,2020-10-26
02BD2137-0890-1EEA-A6C2-BB55C1DBE7FB,HT-1007,,USD,1187.62,998,189.62,2,EA,2020-04-14
02BD2137-0890-1EEA-A6C2-BB55C1DBE7FB,HT-1102,,USD,246.33,207,39.33,3,EA,2020-03-10
02BD2137-0890-1EEA-A6C2-BB55C1DC07FB,HT-1600,,ARS,1428,1200,228,2,EA,2014-12-06
02BD2137-0890-1EEA-A6C2-BB55C1DC07FB,HT-1022,,ARS,487.9,410,77.9,2,EA,2014-12-21
02BD2137-0890-1EEA-A6C2-BB55C1DC27FB,HT-6100,,EUR,1116.22,938,178.22,2,EA,2020-04-04
02BD2137-0890-1EEA-A6C2-BB55C1DC27FB,HT-1000,,EUR,2275.28,1912,363.28,2,EA,2020-10-07
02BD2137-0890-1EEA-A6C2-BB55C1DC47FB,HT-2026,,USD,71.38,59.98,11.4,2,EA,2020-02-17
02BD2137-0890-1EEA-A6C2-BB55C1DC47FB,HT-1002,,USD,3736.6,3140,596.6,2,EA,2020-02-04
02BD2137-0890-1EEA-A6C2-BB55C1DC67FB,HT-1007,,USD,593.81,499,94.81,1,EA,2020-11-23
02BD2137-0890-1EEA-A6C2-BB55C1DC67FB,HT-1102,,USD,246.33,207,39.33,3,EA,2020-03-09
02BD2137-0890-1EEA-A6C2-BB55C1DC87FB,HT-1103,,EUR,183.26,154,29.26,2,EA,2020-09-08
02BD2137-0890-1EEA-A6C2-BB55C1DC87FB,HT-2000,,EUR,594.98,499.98,95,2,EA,2020-07-06
02BD2137-0890-1EEA-A6C2-BB55C1DCA7FB,HT-1104,,JPY,65.45,55,10.45,1,EA,2020-11-14
02BD2137-0890-1EEA-A6C2-BB55C1DCA7FB,HT-1603,,JPY,6069,5100,969,3,EA,2020-10-12
02BD2137-0890-1EEA-A6C2-BB55C1DCC7FB,HT-1603,,JPY,2023,1700,323,1,EA,2020-12-13
02BD2137-0890-1EEA-A6C2-BB55C1DCC7FB,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2020-11-17
02BD2137-0890-1EEA-A6C2-BB55C1DCE7FB,HT-1601,,MXN,3213,2700,513,3,EA,2014-12-23
02BD2137-0890-1EEA-A6C2-BB55C1DCE7FB,HT-1021,,MXN,354.62,298,56.62,2,EA,2020-11-09
02BD2137-0890-1EEA-A6C2-BB55C1DD07FB,HT-2001,,USD,1070.98,899.98,171,2,EA,2020-07-25
02BD2137-0890-1EEA-A6C2-BB55C1DD07FB,HT-1007,,USD,593.81,499,94.81,1,EA,2020-12-08
02BD2137-0890-1EEA-A6C2-BB55C1DD27FB,HT-2000,,EUR,297.49,249.99,47.5,1,EA,2020-04-08
02BD2137-0890-1EEA-A6C2-BB55C1DD27FB,HT-1010,,EUR,4757.62,3998,759.62,2,EA,2020-03-27
02BD2137-0890-1EEA-A6C2-BB55C1DD47FB,HT-1100,,USD,320.94,269.7,51.24,3,EA,2014-12-14
02BD2137-0890-1EEA-A6C2-BB55C1DD47FB,HT-2026,,USD,107.06,89.97,17.09,3,EA,2020-06-14
02BD2137-0890-1EEA-A6C2-BB55C1DD67FB,HT-1600,,ARS,2142,1800,342,3,EA,2020-02-14
02BD2137-0890-1EEA-A6C2-BB55C1DD67FB,HT-1022,,ARS,243.95,205,38.95,1,EA,2020-05-21
02BD2137-0890-1EEA-A6C2-BB55C1DD87FB,HT-6100,,EUR,1116.22,938,178.22,2,EA,2020-05-18
02BD2137-0890-1EEA-A6C2-BB55C1DD87FB,HT-1000,,EUR,2275.28,1912,363.28,2,EA,2020-06-01
02BD2137-0890-1EEA-A6C2-BB55C1DDA7FB,HT-2026,,USD,71.38,59.98,11.4,2,EA,2020-09-25
02BD2137-0890-1EEA-A6C2-BB55C1DDA7FB,HT-1002,,USD,1868.3,1570,298.3,1,EA,2020-03-15
02BD2137-0890-1EEA-A6C2-BB55C1DDC7FB,HT-1603,,JPY,6069,5100,969,3,EA,2020-06-18
02BD2137-0890-1EEA-A6C2-BB55C1DDC7FB,HT-1011,,JPY,8207.43,6897,1310.43,3,EA,2020-12-16
02BD2137-0890-1EEA-A6C2-BB55C1DDE7FB,HT-1106,,MXN,121.38,102,19.38,3,EA,2020-05-09
02BD2137-0890-1EEA-A6C2-BB55C1DDE7FB,HT-1601,,MXN,3213,2700,513,3,EA,2020-01-26
02BD2137-0890-1EEA-A6C2-BB55C1DE07FB,HT-2000,,EUR,892.46,749.97,142.49,3,EA,2020-05-02
02BD2137-0890-1EEA-A6C2-BB55C1DE07FB,HT-1010,,EUR,7136.43,5997,1139.43,3,EA,2020-07-26
02BD2137-0890-1EEA-A6C2-BB55C1DE27FB,HT-1003,,EUR,1963.5,1650,313.5,1,EA,2020-09-06
02BD2137-0890-1EEA-A6C2-BB55C1DE27FB,HT-1101,,EUR,190.16,159.8,30.36,2,EA,2020-07-14
02BD2137-0890-1EEA-A6C2-BB55C1DE47FB,HT-1101,,EUR,190.16,159.8,30.36,2,EA,2020-08-11
02BD2137-0890-1EEA-A6C2-BB55C1DE47FB,HT-2025,,EUR,53.54,44.99,8.55,1,EA,2020-04-11
02BD2137-0890-1EEA-A6C2-BB55C1DE67FB,HT-2025,,EUR,160.61,134.97,25.64,3,EA,2020-01-06
02BD2137-0890-1EEA-A6C2-BB55C1DE67FB,HT-1003,,EUR,1963.5,1650,313.5,1,EA,2020-06-30
02BD2137-0890-1EEA-A6C2-BB55C1DE87FB,HT-1106,,MXN,121.38,102,19.38,3,EA,2020-05-30
02BD2137-0890-1EEA-A6C2-BB55C1DE87FB,HT-1601,,MXN,3213,2700,513,3,EA,2020-09-23
02BD2137-0890-1EEA-A6C2-BB55C1DEA7FB,HT-1007,,USD,1187.62,998,189.62,2,EA,2020-09-18
02BD2137-0890-1EEA-A6C2-BB55C1DEA7FB,HT-1102,,USD,82.11,69,13.11,1,EA,2020-02-19
02BD2137-0890-1EEA-A6C2-BB55C1DEC7FB,HT-1603,,JPY,2023,1700,323,1,EA,2020-09-28
02BD2137-0890-1EEA-A6C2-BB55C1DEC7FB,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2020-06-14
02BD2137-0890-1EEA-A6C2-BB55C1DEE7FB,HT-1007,,USD,1781.43,1497,284.43,3,EA,2020-03-24
02BD2137-0890-1EEA-A6C2-BB55C1DEE7FB,HT-1102,,USD,82.11,69,13.11,1,EA,2020-01-10
02BD2137-0890-1EEA-A6C2-BB55C1DF07FB,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2020-02-18
02BD2137-0890-1EEA-A6C2-BB55C1DF07FB,HT-1104,,JPY,196.35,165,31.35,3,EA,2020-04-28
02BD2137-0890-1EEA-A6C2-BB55C1DF27FB,HT-1600,,ARS,1428,1200,228,2,EA,2020-01-13
02BD2137-0890-1EEA-A6C2-BB55C1DF27FB,HT-1022,,ARS,487.9,410,77.9,2,EA,2020-03-01
02BD2137-0890-1EEA-A6C2-BB55C1DF47FB,HT-6100,,EUR,1116.22,938,178.22,2,EA,2020-07-19
02BD2137-0890-1EEA-A6C2-BB55C1DF47FB,HT-1000,,EUR,2275.28,1912,363.28,2,EA,2020-07-12
02BD2137-0890-1EEA-A6C2-BB55C1DF67FB,HT-2026,,USD,71.38,59.98,11.4,2,EA,2020-04-13
02BD2137-0890-1EEA-A6C2-BB55C1DF67FB,HT-1002,,USD,3736.6,3140,596.6,2,EA,2020-02-18
02BD2137-0890-1EEA-A6C2-BB55C1DF87FB,HT-1003,,EUR,1963.5,1650,313.5,1,EA,2020-07-06
02BD2137-0890-1EEA-A6C2-BB55C1DF87FB,HT-1101,,EUR,285.24,239.7,45.54,3,EA,2020-01-20
02BD2137-0890-1EEA-A6C2-BB55C1DFA7FB,HT-1103,,EUR,183.26,154,29.26,2,EA,2020-08-02
02BD2137-0890-1EEA-A6C2-BB55C1DFA7FB,HT-2000,,EUR,594.98,499.98,95,2,EA,2014-12-26
02BD2137-0890-1EEA-A6C2-BB55C1DFC7FB,HT-1104,,JPY,65.45,55,10.45,1,EA,2020-04-04
02BD2137-0890-1EEA-A6C2-BB55C1DFC7FB,HT-1603,,JPY,6069,5100,969,3,EA,2020-02-28
02BD2137-0890-1EEA-A6C2-BB55C1DFE7FB,HT-1603,,JPY,2023,1700,323,1,EA,2020-07-11
02BD2137-0890-1EEA-A6C2-BB55C1DFE7FB,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2020-06-20
02BD2137-0890-1EEA-A6C2-BB55C1E007FB,HT-1601,,MXN,3213,2700,513,3,EA,2020-01-10
02BD2137-0890-1EEA-A6C2-BB55C1E007FB,HT-1021,,MXN,354.62,298,56.62,2,EA,2020-03-07
02BD2137-0890-1EEA-A6C2-BB55C1E027FB,HT-2001,,USD,1070.98,899.98,171,2,EA,2020-10-09
02BD2137-0890-1EEA-A6C2-BB55C1E027FB,HT-1007,,USD,593.81,499,94.81,1,EA,2020-04-01
02BD2137-0890-1EEA-A6C2-BB55C1E047FB,HT-2026,,USD,35.69,29.99,5.7,1,EA,2020-10-07
02BD2137-0890-1EEA-A6C2-BB55C1E047FB,HT-1002,,USD,3736.6,3140,596.6,2,EA,2020-06-10
02BD2137-0890-1EEA-A6C2-BB55C1E067FB,HT-1103,,EUR,274.89,231,43.89,3,EA,2020-05-05
02BD2137-0890-1EEA-A6C2-BB55C1E067FB,HT-2000,,EUR,892.46,749.97,142.49,3,EA,2020-03-22
02BD2137-0890-1EEA-A6C2-BB55C1E087FB,HT-1600,,ARS,2142,1800,342,3,EA,2020-07-20
02BD2137-0890-1EEA-A6C2-BB55C1E087FB,HT-1022,,ARS,243.95,205,38.95,1,EA,2020-08-14
02BD2137-0890-1EEA-A6C2-BB55C1E0A7FB,HT-1091,,EUR,61.88,52,9.88,2,EA,2020-06-07
02BD2137-0890-1EEA-A6C2-BB55C1E0A7FB,HT-6100,,EUR,1116.22,938,178.22,2,EA,2014-12-21
02BD2137-0890-1EEA-A6C2-BB55C1E0C7FB,HT-1100,,USD,213.96,179.8,34.16,2,EA,2020-03-10
02BD2137-0890-1EEA-A6C2-BB55C1E0C7FB,HT-2026,,USD,35.69,29.99,5.7,1,EA,2020-09-03
02BD2137-0890-1EEA-A6C2-BB55C1E0E7FB,HT-1106,,MXN,121.38,102,19.38,3,EA,2020-12-11
02BD2137-0890-1EEA-A6C2-BB55C1E0E7FB,HT-1601,,MXN,3213,2700,513,3,EA,2020-04-25
02BD2137-0890-1EEA-A6C2-BB55C1E107FB,HT-1011,,JPY,8207.43,6897,1310.43,3,EA,2020-10-08
02BD2137-0890-1EEA-A6C2-BB55C1E107FB,HT-1104,,JPY,196.35,165,31.35,3,EA,2020-01-25
02BD2137-0890-1EEA-A6C2-BB55C1E127FB,HT-1103,,EUR,274.89,231,43.89,3,EA,2020-09-08
02BD2137-0890-1EEA-A6C2-BB55C1E127FB,HT-2000,,EUR,892.46,749.97,142.49,3,EA,2014-12-08
02BD2137-0890-1EEA-A6C2-BB55C1E147FB,HT-1061,,EUR,8.33,7,1.33,1,EA,2020-08-28
02BD2137-0890-1EEA-A6C2-BB55C1E147FB,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2020-11-01
02BD2137-0890-1EEA-A6C2-BB55C1E167FB,HT-1060,,EUR,21.42,18,3.42,2,EA,2020-04-10
02BD2137-0890-1EEA-A6C2-BB55C1E167FB,HT-1502,,EUR,29750,25000,4750,1,EA,2020-04-19
02BD2137-0890-1EEA-A6C2-BB55C1E187FB,HT-1052,,EUR,606.9,510,96.9,3,EA,2020-03-11
02BD2137-0890-1EEA-A6C2-BB55C1E187FB,HT-1210,,EUR,2854.81,2399,455.81,1,EA,2020-10-31
02BD2137-0890-1EEA-A6C2-BB55C1E1A7FB,HT-1056,,JPY,424.83,357,67.83,3,EA,2020-12-08
02BD2137-0890-1EEA-A6C2-BB55C1E1A7FB,HT-1501,,JPY,53550,45000,8550,3,EA,2020-03-16
02BD2137-0890-1EEA-A6C2-BB55C1E1C7FB,HT-1501,,JPY,35700,30000,5700,2,EA,2020-11-28
02BD2137-0890-1EEA-A6C2-BB55C1E1C7FB,HT-1056,,JPY,141.61,119,22.61,1,EA,2020-01-30
02BD2137-0890-1EEA-A6C2-BB55C1E1E7FB,HT-1051,,USD,117.81,99,18.81,1,EA,2020-02-21
02BD2137-0890-1EEA-A6C2-BB55C1E1E7FB,HT-1138,,USD,2882.18,2422,460.18,2,EA,2020-09-22
02BD2137-0890-1EEA-A6C2-BB55C1E207FB,HT-1500,,EUR,17850,15000,2850,3,EA,2020-08-31
02BD2137-0890-1EEA-A6C2-BB55C1E207FB,HT-1055,,EUR,117.81,99,18.81,1,EA,2020-05-08
02BD2137-0890-1EEA-A6C2-BB55C1E227FB,HT-1042,,EUR,830.62,698,132.62,2,EA,2020-11-06
02BD2137-0890-1EEA-A6C2-BB55C1E227FB,HT-1120,,EUR,928.2,780,148.2,3,EA,2020-02-14
02BD2137-0890-1EEA-A6C2-BB55C1E247FB,HT-1061,,EUR,16.66,14,2.66,2,EA,2014-12-15
02BD2137-0890-1EEA-A6C2-BB55C1E247FB,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2020-03-13
02BD2137-0890-1EEA-A6C2-BB55C1E267FB,HT-1061,,EUR,16.66,14,2.66,2,EA,2020-11-13
02BD2137-0890-1EEA-A6C2-BB55C1E267FB,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2020-05-23
02BD2137-0890-1EEA-A6C2-BB55C1E287FB,HT-1502,,EUR,59500,50000,9500,2,EA,2020-06-19
02BD2137-0890-1EEA-A6C2-BB55C1E287FB,HT-1060,,EUR,21.42,18,3.42,2,EA,2020-10-21
02BD2137-0890-1EEA-A6C2-BB55C1E2A7FB,HT-1042,,EUR,415.31,349,66.31,1,EA,2020-08-30
02BD2137-0890-1EEA-A6C2-BB55C1E2A7FB,HT-1120,,EUR,928.2,780,148.2,3,EA,2020-10-23
02BD2137-0890-1EEA-A6C2-BB55C1E2C7FB,HT-1052,,EUR,404.6,340,64.6,2,EA,2020-11-03
02BD2137-0890-1EEA-A6C2-BB55C1E2C7FB,HT-1210,,EUR,5709.62,4798,911.62,2,EA,2020-10-12
02BD2137-0890-1EEA-A6C2-BB55C1E2E7FB,HT-1501,,JPY,17850,15000,2850,1,EA,2020-04-08
02BD2137-0890-1EEA-A6C2-BB55C1E2E7FB,HT-1056,,JPY,424.83,357,67.83,3,EA,2020-12-19
02BD2137-0890-1EEA-A6C2-BB55C1E307FB,HT-1056,,JPY,141.61,119,22.61,1,EA,2020-04-12
02BD2137-0890-1EEA-A6C2-BB55C1E307FB,HT-1501,,JPY,35700,30000,5700,2,EA,2020-01-17
02BD2137-0890-1EEA-A6C2-BB55C1E327FB,HT-1051,,USD,353.43,297,56.43,3,EA,2020-02-03
02BD2137-0890-1EEA-A6C2-BB55C1E327FB,HT-1138,,USD,2882.18,2422,460.18,2,EA,2020-02-05
02BD2137-0890-1EEA-A6C2-BB55C1E347FB,HT-1120,,EUR,618.8,520,98.8,2,EA,2020-09-11
02BD2137-0890-1EEA-A6C2-BB55C1E347FB,HT-1042,,EUR,415.31,349,66.31,1,EA,2020-11-06
02BD2137-0890-1EEA-A6C2-BB55C1E367FB,HT-1052,,EUR,202.3,170,32.3,1,EA,2020-09-11
02BD2137-0890-1EEA-A6C2-BB55C1E367FB,HT-1210,,EUR,5709.62,4798,911.62,2,EA,2020-10-27
02BD2137-0890-1EEA-A6C2-BB55C1E387FB,HT-1060,,EUR,32.13,27,5.13,3,EA,2020-08-18
02BD2137-0890-1EEA-A6C2-BB55C1E387FB,HT-1502,,EUR,89250,75000,14250,3,EA,2020-12-03
02BD2137-0890-1EEA-A6C2-BB55C1E3A7FB,HT-1061,,EUR,24.99,21,3.99,3,EA,2020-03-01
02BD2137-0890-1EEA-A6C2-BB55C1E3A7FB,HT-6130,,EUR,1736.21,1459,277.21,1,EA,2020-11-23
02BD2137-0890-1EEA-A6C2-BB55C1E3C7FB,HT-1061,,EUR,16.66,14,2.66,2,EA,2020-05-30
02BD2137-0890-1EEA-A6C2-BB55C1E3C7FB,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2020-04-08
02BD2137-0890-1EEA-A6C2-BB55C1E3E7FB,HT-1502,,EUR,59500,50000,9500,2,EA,2020-02-16
02BD2137-0890-1EEA-A6C2-BB55C1E3E7FB,HT-1060,,EUR,10.71,9,1.71,1,EA,2020-12-03
02BD2137-0890-1EEA-A6C2-BB55C1E407FB,HT-1056,,JPY,424.83,357,67.83,3,EA,2020-04-22
02BD2137-0890-1EEA-A6C2-BB55C1E407FB,HT-1501,,JPY,53550,45000,8550,3,EA,2020-02-24
02BD2137-0890-1EEA-A6C2-BB55C1E427FB,HT-1051,,USD,353.43,297,56.43,3,EA,2020-01-20
02BD2137-0890-1EEA-A6C2-BB55C1E427FB,HT-1138,,USD,4323.27,3633,690.27,3,EA,2020-07-24
02BD2137-0890-1EEA-A6C2-BB55C1E447FB,HT-1052,,EUR,606.9,510,96.9,3,EA,2020-07-08
02BD2137-0890-1EEA-A6C2-BB55C1E447FB,HT-1210,,EUR,8564.43,7197,1367.43,3,EA,2020-07-03
02BD2137-0890-1EEA-A6C2-BB55C1E467FB,HT-1500,,EUR,5950,5000,950,1,EA,2020-04-11
02BD2137-0890-1EEA-A6C2-BB55C1E467FB,HT-1055,,EUR,235.62,198,37.62,2,EA,2020-09-05
02BD2137-0890-1EEA-A6C2-BB55C1E487FB,HT-1500,,EUR,11900,10000,1900,2,EA,2020-10-22
02BD2137-0890-1EEA-A6C2-BB55C1E487FB,HT-1055,,EUR,117.81,99,18.81,1,EA,2020-04-14
